game_id,game,kickoff_ct,player,team,position,market,market_type,line,side,price_over,price_under,book,source_url,source_page_timestamp,fetched_at_ct,note
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,Dalton Kincaid,BUF,TE,Longest Reception,standard,21.5,Over,-118,,FanDuel,https://www.sportsgrid.com/nfl/players/dalton-kincaid/1680,not displayed on page,2026-09-17 14:00 CDT,Under juice not shown
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,Dalton Kincaid,BUF,TE,Receiving Yards,standard,52.5,Over,-113,,FanDuel,https://www.sportsgrid.com/nfl/players/dalton-kincaid/1680,not displayed on page,2026-09-17 14:00 CDT,Under juice not shown
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,Dalton Kincaid,BUF,TE,Receptions,standard,3.5,Over,-162,,FanDuel,https://www.sportsgrid.com/nfl/players/dalton-kincaid/1680,not displayed on page,2026-09-17 14:00 CDT,Under juice not shown
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,Jahmyr Gibbs,DET,RB,Rushing Yards (alternate 100+),alternate,100,Over,+115,,BetMGM,https://sportsbookwire.usatoday.com/story/sports/nfl/2026/09/17/thursday-night-football-lions-at-bills-best-prop-bets/91805720007/,page stated last updated 9:02 AM ET 2026-09-17 (8:02 AM CT),2026-09-17 14:00 CDT,Alternate threshold; not comparable to standard lines
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,Jared Goff,DET,QB,Passing Yards,standard,267.5,Under,,-115,BetMGM,https://sportsbookwire.usatoday.com/story/sports/nfl/2026/09/17/thursday-night-football-lions-at-bills-best-prop-bets/91805720007/,page stated last updated 9:02 AM ET 2026-09-17 (8:02 AM CT),2026-09-17 14:00 CDT,Over juice not shown
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,Dalton Kincaid,BUF,TE,Receiving Yards (alternate 75+),alternate,75,Over,+210,,BetMGM,https://sportsbookwire.usatoday.com/story/sports/nfl/2026/09/17/thursday-night-football-lions-at-bills-best-prop-bets/91805720007/,page stated last updated 9:02 AM ET 2026-09-17 (8:02 AM CT),2026-09-17 14:00 CDT,Alternate threshold; not comparable to standard lines
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,Josh Allen,BUF,QB,Anytime TD Scorer,moneyline,,,-140,,BetMGM,https://sportsbookwire.usatoday.com/story/sports/nfl/2026/09/17/thursday-night-football-lions-at-bills-best-prop-bets/91805720007/,page stated last updated 9:02 AM ET 2026-09-17 (8:02 AM CT),2026-09-17 14:00 CDT,
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,Josh Allen,BUF,QB,Passing Yards,standard,250.5,Over,-111,,DraftKings,https://www.si.com/betting/lions-vs-bills-best-nfl-prop-bets-for-thursday-night-football-in-week-2-bet-on-josh-allen-amon-ra-st-brown,search reported Last Updated 1 day ago / page showed no exact timestamp,2026-09-17 14:00 CDT,Under juice not shown; odds via DraftKings Sportsbook per article
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,Jahmyr Gibbs,DET,RB,Rushing Yards,standard,89.5,Over,-112,,DraftKings,https://www.si.com/betting/lions-vs-bills-best-nfl-prop-bets-for-thursday-night-football-in-week-2-bet-on-josh-allen-amon-ra-st-brown,search reported Last Updated 1 day ago / page showed no exact timestamp,2026-09-17 14:00 CDT,Under juice not shown; odds via DraftKings Sportsbook per article
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,Amon-Ra St. Brown,DET,WR,Receptions,standard,7.5,Over,-111,,DraftKings,https://www.si.com/betting/lions-vs-bills-best-nfl-prop-bets-for-thursday-night-football-in-week-2-bet-on-josh-allen-amon-ra-st-brown,search reported Last Updated 1 day ago / page showed no exact timestamp,2026-09-17 14:00 CDT,Under juice not shown; odds via DraftKings Sportsbook per article
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,Amon-Ra St. Brown,DET,WR,Anytime TD Scorer,moneyline,,,+115,,Sports Interaction,https://news.sportsinteraction.com/nfl/story/2026-nfl-week-2-player-props-fantasy-picks-chasing-anytime-touchdowns-208218,page shows dynamic 'Last Updated: 1 minute ago' label at fetch,2026-09-17 14:00 CDT,
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,Jahmyr Gibbs,DET,RB,Anytime TD Scorer,moneyline,,,-275,,Sports Interaction,https://news.sportsinteraction.com/nfl/story/2026-nfl-week-2-player-props-fantasy-picks-chasing-anytime-touchdowns-208218,page shows dynamic 'Last Updated: 1 minute ago' label at fetch,2026-09-17 14:00 CDT,
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,Sam LaPorta,DET,TE,Anytime TD Scorer,moneyline,,,+230,,bet365,https://www.actionnetwork.com/nfl/lions-vs-bills-anytime-touchdown-scorer-props-nfl-thursday-night-football-sept-17,search reported Last Updated 18 hours ago / page showed no exact timestamp,2026-09-17 14:00 CDT,CONFLICT: article body text says 'At +220' while header lists +230 bet365; using +230 header value
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,(game),,,Game prop: Both teams to make 2+ field goals,moneyline,,,+275,,BetMGM,https://sportsbookwire.usatoday.com/story/sports/nfl/2026/09/17/thursday-night-football-lions-at-bills-best-prop-bets/91805720007/,page stated last updated 9:02 AM ET 2026-09-17 (8:02 AM CT),2026-09-17 14:00 CDT,Bills K Tyler Bass made 2 in Week 1; Lions K Jake Bates made 1
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,(game),,,Spread,game,-4.5,,Buffalo -115,Detroit -105,FanDuel,https://ftw.usatoday.com/story/sports/nfl/2026/09/17/bills-lions-week-2-nfl-betting-odds-prediction-pick/91798188007/,not displayed; search reported Last Updated 4 hours before fetch,2026-09-17 14:00 CDT,All odds via FanDuel per page
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,(game),,,Moneyline,game,,,Buffalo -235,Detroit +194,FanDuel,https://ftw.usatoday.com/story/sports/nfl/2026/09/17/bills-lions-week-2-nfl-betting-odds-prediction-pick/91798188007/,not displayed; search reported Last Updated 4 hours before fetch,2026-09-17 14:00 CDT,All odds via FanDuel per page
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,(game),,,Total,game,54.5,Over,-114,-106,FanDuel,https://ftw.usatoday.com/story/sports/nfl/2026/09/17/bills-lions-week-2-nfl-betting-odds-prediction-pick/91798188007/,not displayed; search reported Last Updated 4 hours before fetch,2026-09-17 14:00 CDT,All odds via FanDuel per page
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,(game),,,Spread,game,-5,,Buffalo -110,Detroit -108,BetMGM,https://sportsbookwire.usatoday.com/story/sports/nfl/2026/09/16/lions-at-bills-odds-picks-and-predictions/91798242007/,page stated 'Lines last updated Wednesday at 5:44 p.m. ET' (2026-09-16 4:44 PM CT),2026-09-17 14:00 CDT,
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,(game),,,Moneyline,game,,,Buffalo -225,Detroit +185,BetMGM,https://sportsbookwire.usatoday.com/story/sports/nfl/2026/09/16/lions-at-bills-odds-picks-and-predictions/91798242007/,page stated 'Lines last updated Wednesday at 5:44 p.m. ET' (2026-09-16 4:44 PM CT),2026-09-17 14:00 CDT,
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,(game),,,Total,game,54.5,Over,-112,-105,BetMGM,https://sportsbookwire.usatoday.com/story/sports/nfl/2026/09/16/lions-at-bills-odds-picks-and-predictions/91798242007/,page stated 'Lines last updated Wednesday at 5:44 p.m. ET' (2026-09-16 4:44 PM CT),2026-09-17 14:00 CDT,
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,(game),,,Spread,game,-3,,Buffalo -115,Detroit -105,DraftKings,https://www.si.com/betting/lions-vs-bills-prediction-odds-spread-injuries-trends-for-nfl-week-2-2026,search reported Last Updated 3 days ago / page showed no exact timestamp,2026-09-17 14:00 CDT,HISTORICAL: article ~3 days old; not current
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,(game),,,Moneyline,game,,,Buffalo -166,Detroit +140,DraftKings,https://www.si.com/betting/lions-vs-bills-prediction-odds-spread-injuries-trends-for-nfl-week-2-2026,search reported Last Updated 3 days ago / page showed no exact timestamp,2026-09-17 14:00 CDT,HISTORICAL: not current
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,(game),,,Total,game,52.5,Over,-105,-115,DraftKings,https://www.si.com/betting/lions-vs-bills-prediction-odds-spread-injuries-trends-for-nfl-week-2-2026,search reported Last Updated 3 days ago / page showed no exact timestamp,2026-09-17 14:00 CDT,HISTORICAL: opener area; not current
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,(game),,,Total,game,53.5,,,,Unspecified,https://www.reviewjournal.com/sports/betting/thursday-night-football-betting-avoid-the-game-lines-play-the-props-3887074/,published September 16 2026 2:29 pm (timezone not stated),2026-09-17 14:00 CDT,VSiN. Same piece: spread moved Bills -3 to -4.5; moneyline was -160 now -200 or higher; book identity not given
BUF_DET_20260917,NFL Week 2: Detroit Lions at Buffalo Bills,2026-09-17 19:15 CDT,(game),,,Opening lines: Spread Bills -3 / ML Bills -165 Lions +140 / Total 52.5,game,,,,,Unspecified,https://www.usatoday.com/story/sports/nfl/2026/09/17/bills-lions-expert-picks-predictions-week-2/91810053007/,search reported Last Updated 1 hour before fetch,2026-09-17 14:00 CDT,Opening lines only; movement to -4.5/54.5 documented elsewhere
